Name,Imported table,Total
Kenner,"M. V. Vinny Mendoza,Melinda Hills-Holmes,Edmond J. Ed Muniz,Betty Bonura,Debbie Settoon,Michael J. McMyne,Arthur Art Tudela,Marc E. Johnson,Daniel R.Danny Martiny,Tom Willmott,Glenn B. Ansardi,R. Stephen Johnson,Wilma W. Irvin,Robert Marrero,M. V. Vinny Mendoza,Betty Bonura,Vincent J. Bruno,Philip L. Phil Capitano,Marie M. Clesi,Kevin S. Delahoussaye,George W. Giacobbe,Louis J. Congemi,Cedric Floyd,Eugene R. Gene Katsanis,Kevin J. Centanni,""Roscoe W. Lewis, Sr."",Charles Wilson,Edmond J. Ed Muniz,Steve Caraway,Michele P. Branigan,Jeannie M. Black,""Gregory W. Carroll,"",Gregory W. Carroll,Joe Stagni,Ben Zahn,""E.B. Ben Zahn, III"",Maria DeFrancesch,Kent Denapolis,Peggy Gehbauer",39
Jefferson,"Robert Reed,Bruce P. Donnelly,Cameron Henry,""Robert A. Bob Pitre, Jr."",Barbara Lassalle,Kennith J. Lassalle,Robert Reed",7
Westwego,"John W. Alario,Danyelle Taylor,""John A. Alario, Jr."",Robert E. Billiot,Glenn Green,""John I. Johnny Shaddinger, Jr."",Dwayne Poncho Munch,Glenn Green,Ted J. Munch,Ivy Rogers,Melvin Guidry,Larry J. Warino",12
Gretna,"Krystal Williams,Keith B. Hall,Ricky J. Templet,""Lee V. Faulkner, Jr."",Stephen J. Steve Windhorst,""Henry G. Sullivan, Jr."",""John J. Molaison, Jr."",""Frank J. Borne, Jr."",Cherreen H. Gegenheimer,James A. Tripp Rabalais,Roy M. Cascio,Stephen Steve Grefer,Newell D. Normand,Jon A. Gegenheimer,Steve J. Theriot,Elton Manard Lagasse,Mark C. Morgan,""Vernon J. Wilty, III"",Ronnie C. Harris,""Arthur S. Lawson, Jr."",Belinda Cambre Constant,""Vincent E. Cox, III"",Raylyn Beevers,Wayne A. Rau,Patrick T. Phillpott",25
New Orleans,"Deborah Sulzer Primeaux,Joseph Broussard,Natacha Hutchinson,Maurice Ruffin,Karen Carter,Thomas A. Robichaux,Deborah Langhoff,Philip Costa,Irma Muse-Dixon,Dale Atkins,Juan Lafonta,Cynthia Hedge-Morrell,Arthur A. Morrell,Cheryl A. Gray,Jay H. Banks,Charmaine L. Marchand,Thomas Jasper,Terrie Carrie-Guerin,Sean Michael Bruno,Ermence DeBose-Parent,Wesley T. Bishop,Pamela Netto-Stewart,""Kenneth Paul Garrett, Sr."",Cheron Brylski,Paul Richard,""John Musser, V"",Joseph Joe Lavigne,""John Jay Batt, Jr."",Sal Palmisano,Emile Peppi Bruneau,David Toso,Stephen M. Swain,Lloyd A. Harsch,John Fenn French,David Kepper,Meryl B. Duroncelet,Irene Burrus,Anh Joseph Cao,Mary Landrieu,Anh Joseph Cao,Bernette Joshua Johnson,Roland L. Belsome,""James F. McKay, III"",Edwin A. Lombard,Paul A. Bonin,""Dennis R. Bagneris, Sr."",""Max N. Tobias, Jr."",Terri Love,Pattie Murray,Joan Bernard Armstrong,Charles R. Jones,""Lambert C. Boissiere, III"",Ann Duplessis,J.P. Morrell,Edwin Murray,""Karen Carter Peterson,"",David Heitmeier,""Walt Leger, III"",Karen Carter,Nicholas J.Nick Lorusso,Walker Hines,Juan Lafonta,Jared Brossett,Neil Abramson,Charmaine L. Marchand,Austin Badon,Cedric L. Richmond,Jeffery Jeff Arnold,Tiffany Gautier Chase,Rose Ledet,""Sidney H. Cates, IV"",""Lloyd J. Medley, Jr."",Madeleine M. Landrieu,Christopher Chris Bruno,Robin Giarrusso,Michael G. Bagneris,Piper Griffin,Paula Brown,Herbert A. Cade,Kern A. Reese,Paulette Irons,Ethel Julien,Laurie White,Lynda Van Davis,Benedict J. Willard,Frank A. Marullo,Keva Landrum-Johnson,Robin Pittman,Julian A. Parker,Camille Buras,Karen Herman,Darryl Derbigny,Arthur Hunter,Terry Q. Alarcon,""Leon A. Cannizzaro, Jr."",Desiree Cook-Calvin,Philip Costa,Lisa Gagliano Dawson,Marshall A. Hevron,Walker Hines,Alan J. Langhoff,Deborah Langhoff,Megan Langhoff,Kimberly Marshall,John Jack Sullivan,John Thibodeaux,Andrew Tuozzolo,Evan Wolf,Betty Wolfer,""Samson kip Alexander, Sr."",O. Butch Bajoie,Charmaine Baker-Fox,Jay H. Banks,Margaret Maggie Carroll,Karen Carter,Julius Feltus,Natacha Hutchinson,James P. Johnson,Felicia Kahn,""Walter Walt Leger, III"",""Edward McGinnis, III"",Maurice Ruffin,""Glenis M. Scott, Sr."",Natasha Anthony-Wells,Jeffery Jeff Arnold,Joseph Broussard,Stephanie Roche' Butler,Troy C Carter,""Marlon Defillo, II"",Ericka Edwards-Jones,""Kenneth Paul Garrett, Sr."",Sandra Henderson-Wilson,Darren Lombard,Morris Reed,Ed Robinson,Marie C. Williams,""David Flemings, Jr."",Louella P. Givens,Cynthia Hedge-Morrell,Jason M. Hughes,Carol S. Johnson,Juan Lafonta,Charlene Larche-Mason,Michael McKenna,Jennifer Medley,Arthur A. Morrell,J.P. Morrell,Christian Rhodes,Angele Wilson,Austin Badon,""Ronald Carrere, Jr."",Carolyn Collins-DeBose,Shelia Collins-Stallworth,Michon Copelin,Lena Craig-Stewart,Brian Egana,Yolanda Evans,Errol T. George,""James A. Gray, II"",Carl Haydel,Dana Henry,Charmaine L. Marchand,Sabrina Mays-Montana,""John Jay Batt, Jr."",Brett A. Bonin,Adrian Bruneau,Christine Chrissy Bruneau,Jeb Bruneau,Robert Bob Ellis,John Fenn French,Michele Gaudin,Alexander Alex Heaton,Nicholas J.Nick Lorusso,Robert E. Smith Lupo,Murray Nelson,Sal Palmisano,Marc Behar,Randy Boudreaux,Mark M. Cassidy,""Anthony J. Clesi, Jr."",""Hosea J. Doucet, III"",Barbara A. Lill,""John Musser, IV"",""John Musser, V"",Peter A. Nass,Alicia Ohlmeyer,Christopher Roos,Bryan Wagner,Judy W. Wagner,George White,Walter P. Pete Abercrombie,Terri L. Baker,Robert Claypool,Andre Guichard,""John J. Kelly, III"",Edward Markle,Thomas Long Nguyen,James Pfeiffer,Paul Richard,Darrell H. Richards,Jacob Rickoll,Stephen M. Swain,William Bill Thibaut,Oliver Bishop O.C. Coleman,Meryl B. Duroncelet,""Eustis Guillemet, Jr."",Lloyd A. Harsch,Claire DiRosa Simno,Elizabeth Betsy Stoner,Anh Joseph Cao,Hieu Kathie Hoang,Robert Myers,Bac Cao Nguyen,Hoa Monica Nguyen,Thanh Martin Nguyen,Ernestine S. Gray,Tammy Stewart,David L. Bell,""Lawrence L. Larry Lagarde, Jr."",Tracey Flemings-Davillier,Mark Doherty,""Paul R. Valteau, Jr."",Marlin N. Gusman,Dale N. Atkins,Arthur A. Morrell,Darren Mire,Claude Mauberret,Erroll Williams,Betty Jefferson,Tom Arnold,Nancy Marshall,Henry F. Heaton,Frank Minyard,""Mitchell Mitch Landrieu,"",C. Ray Nagin,Jacquelyn Brechtel Clarkson,Arnie Fielkow,Arnie D. Fielkow,Shelley Stephenson Midura,Stacy Head,James Carter,Kristin Gisleson Palmer,Cynthia Hedge-Morrell,Charles A. Imbornone,Angelique A. Reed,Sonja Spears,Mary K.K. Norman,Desiree M. Charbonnet,Sean Early,Joseph Joe Landry,Paul N. Sens,Dennis J. Dannel,""Robert E.Bobby Jones, III"",Mark J. Shea,Ronald J. Ron Sholes,Ellen M. Hazeur,Martin L. Marty Broussard,""Lambert C. Boissiere, Jr."",Ennis Grundmeyer,Ira Thomas,Cynthia Cade,Brett A. Bonin,Lourdes Moran,Seth J. Bloom,Woody Koppel,Thomas A. Robichaux",266
Harvey,"""Girod Jackson, III"",Rickey J. Ullo,Billy Arnold,Robert Bob Muniz,Patrick Connick,Leatrice Hollis,Paul Johnson,Billy Arnold,Bert Leblanc,Nicholas Muniz,Ann Murry Keller,Chris Roberts,Cynthia Willard-Lewis",13
Springfield,"Melissa Pardue,Larry Arceneaux,DeVan Pardue,Hobart Pardue,""Ronald Sharp, Sr."",Keith Martin,Mary Vicknair Bennett,Judith Judy White,Glenn Hoover,""Barry White, Sr."",Charles E. Charlie Martin,Craig McGehee,Dean A. Sharp,Thomas R. Abels,Mary Ann Bissel,Mildred Ratcliff Cowsar,Marsha Threeton Sherburne,Johnny Vicknair",18
Mandeville,"Susie Deano,Betty Viener,Lorraine Peterson,Jonathon James,Malcolm B. Sonnier,Page McClendon,Louella P. Givens,Tim Burns,Richard H. Boyd,Zella B. Walker,Kelly Dabdoub,Kristin McLaren,Evans C. Spiceland,Stewart R. Shields,Henry Billiot,Neal Hennegan,Donald J. Villere,Ron Bettencourtt,Susan Tingstrom Leonard,Marie M. Taylor,Michael Hand,Eddie Schmidt,Edward P. Lyons,Adelaide J. Boettner,Trilby Lenfant,""Gerard F. Coogan, Jr."",Carla Buchholz,John F. Bernard",28
Lacombe,"Sorola Jody Palmer,Brenda F. Palmer,Sharon A. Shad,Al Hamauei,Judy L. Palmer,Dewey Spies,Greg Chabreck",7
Arabi,"Eric A. Bopp,Mary Ann Hand,""Anthony Tony LaNasa, III"",""Ray Lauga, Jr."",""Ray Lauga, Jr."",Lynette R. DiFatta,Kevin J. Hoffman,George V. Wollfarth,Mitch Perkins,""Anthony Tony LaNasa, III""",10
Chalmette,"John Seither Gutierrez,Michael Bayham,David S. Gorbaty,Nita Hutter,Kirk A. Vaughn,Jacques A. Sanborn,""Salvador Edward Gutierrez, Jr."",Petrina Ruiz Imbraguglio,Jo Ann Celino Lane,Lena Torres Nunez,Deborah Abram Geiser,Michael Aaron Gorbaty,Barry C. Bernadas,Tony Micheu,""Joseph A. Joe Oster, Jr."",Michael Bayham,Gwen Baldo Burkhardt,Jack A. Stephens,Lena R. Torres,Marlene M. Vinsanau,Bryan Johnson Bertucci,""Frank P. Auderer, Jr."",George Cavignac,Kenneth W. Kenny Henderson,""Joseph V. Joe Long, Sr."",Hugh C. Craft,Diana B. Dysart,Perry Nicosia,Tony Micheu,Debra B. Bouterie,Luann Landry,Michael A. McNab,Howard Luna,Charles J. Licciardi,""Henry H. Vandenborre, Jr."",William F. Billy Cure,""Henry J. Maitre, III"",Hillary Tinney Miller,Brian G. Reaney,Craig Miller",40
Belle Chasse,"Laura Veazey,Herman Gravolet,Jeff DiMarco,Ernest Durham Wooton,Kevin Conner,Joyce Cossich Joy Lobrano,Charles J. Ballay,Alicia Gravolet,Herman Gravolet,Mack Cormier,Eric Lundin,Mike Mariana,Thomas Craine,Harold L. Rocky Asevedo,Nelson Chaisson,I. F. Jiff Hingle,Dorothy Marvin Lundin,Robert R. Bobby Gravolet,Lawrence A. Giambelluca,Billy Nungesser,Keith Hinkley,Jerry Hodnett,""Stuart J. Guey, Jr."",""Anthony L. Buras, Jr."",Nancy LaHaye,Anthony Tony St. Philip,Joyce C. Lamkin,Sharon Branan,Helen E. Barrois,""Davey Lee Naquin, Jr."",""Davey L. Naquin, Jr."",""Paul C. Macaluso, Jr."",Charles C. Gerkin,Debra C. Debbie Naquin,David L. Freeman",35
Mooringsport,"Marty Gant Woolridge,""M.E.Gene Nichols, Sr."",Dale G. Nix,Lynn R. Porter,""Dale G. Nix, Jr."",Robert Bob Guth,William Moore,Joseph C. Hawkins,Larry Klepac,Cathy B. Cogley",10
Haughton,"Henry Burns,Henry Burns,Mark S. Hill,Laura Adley,Henry D. Hank Meachum,Glenn Benton,Jack E. Raley,Brad Bockhaus,Charles Gray,Kenneth Stephens,Carlton Pee-Wee Anderson,Rodney Farrington,Doris J. Grappe,Mike Hollis,Martha McGee,Larry D. Small,Elbert Winfield",17
Homer,"Trent P. Newell,Jenifer Ward Clason,Ken Bailey,James Patrick Gladney,Bob Robinson,Donald K. Haynes,Roy Lewis,Roy Mardis,Jerry A. Adkins,Willie J. Young,Vera R. Walker Meadors,Almeter Willis,E. Blake Hemphill,Terry R. Willis,Ronnie McKenzie,William Earl Maddox,James A. Pike,Frank Speer,David Morgan Newell,Russell Mills,Prentis B. Washington,""Ardis L. Willhite, Jr."",Jerry W. Clements,Andy Roberts,Scott B. Doc Roberson,Michael J. Wade,Toney Johnson,Carlette Sanford,Patricia K. Jenkins",29
Downsville,"Deryl Bryant,Reggie Skains,Earl Roberts,Sheree Allen,John Edward Wallace,Ralph M. Kelley,Jerry Rugg,Howard C. Allen",8
Calhoun,"L. Todd Perry,Dorothy Heacock,Bobby Joe Graves",3
Collinston,"Hannah Hammons,Brandon Gilbreath,Wayne Gilbreath,Terry Foster,Betty H. Jones,""Frank Henry Miller, Sr.""",6
Ventress,"William L. Bill Davis,Catherine D.Kitty Kimball,James J. Best,""Willard Willie Olinde, Jr."",Clifford Ted Nelson,Chad A. Aguillard,""Frank R. Frankie Aguillard, Jr."",Ida J. Chustz,J. Randy Guidroz,Joseph A. Boy Ballard",10
Mangham,"Doyle E. Robinson,Ronnie Gilley,Todd Weed,William L. Bill Bruce,Jim Bruce,Robert Neal Harwell,Lennie Graham,Billy Bruce,Perry Fleming,Zona Morris McKay,Leslie Ann Mizell,Johnny L. Natt",12
Delhi,"""Henry G. Herford, Jr."",Francis Thompson,John H. Baker,John W. Moose Ogden,Stanley Ogden,Tamarlon T. Carter,Gaylon Tanner,W. A. Bill Tatum,Jesse Washington,Billy Calvert,""Leonard Guine, Jr."",Randol Mack McKinney,Linda McKinney,Lynn Lewis,Rufus L. Carter,Shirley McDade,Bobby Benson,J. C. Smith,Marvin D. Hamilton,W. B. Dub Sumner",20
Vidalia,"Steve Fleming,Bradley R. Burget,Shirley Johnson,Tanya Tassin,""Raymond T. Riley, Sr."",Kathleen M. Stevens,Don W. Tate,Susan Rabb,Randy Maxwell,""Clyde Ray Webber, Jr."",Monelle Moseley,Willie Dunbar,Randy Temple,Whest Shirley,""George C. Murray, Jr."",Jim Boren,Raymond T. Riley,Gary Parnham,Deanie Roberts,Frank Duson,Russell Wagoner,Rickey Hollins,Susan Rabb,Hyram Copeland,Ronnie G.Tapper Hendricks,Triand Tron McCoy,Vernon Stevens,Jon D. Betts,Richard S. Ricky Knapp,Maureen Mo Saunders",30
Pollock,"Charles Carpenter,Warren Daniel Danny Willett,Sam Brimer,Ira A. Preuett,""Charles E. Chuck Thomas, Jr."",Lloyd J. Kirtland,A. D. Futrell,Judy Guynes Brimer,""B. E. Gene Durand, Jr."",Jerome F. Scott,Christopher Chris Paul,""Charles Eddie Butterfield, Jr."",Faye Mayeaux,Winnie Nichols,Ron Wilkins,Sharon Lincecum Zeh",16
Jena,"Billie Turnley,Jimmie C. Peters,J. Christopher Peters,Reed Walters,Margie D. Cruse,Sammy J. Franklin,Reed Walters,Catherine W. Roberts,Scott Franklin,Steve Andrews,Aron Johnson,""I. C. Turnley, Jr."",Larkin Jackson,Wayne Richardson,Mike Crooks,Bard Lambeth,Rodney Jackson,Eli Cooper,Billy Fowler,""Alvin J. Buddy Bethard, Jr."",Walter Creel,Dolan Pendarvis,Charlie Anderson,Melvin Roy Worthington,""Don R. Smith, Sr."",F. C. Thaxton,Ken Stevens,Murphy McMillin,""David Paul Jones, Jr."",Donnie Kendrick,Carl Newburg,Donny Richardson,Tommy D. Sandifer",33
Marthaville,"Gary M. Lirette,Greg Larette,Kenneth Dowden",3
Forest Hill,"Clyde C. Holloway,Clyde C. Holloway,John Ethridge,Rob Hewitt,Marcia F. Young,""Garland """"Bear"""" Carroll"",Glenda Droddy Bordelon,Anna Cloud,Samuel O. Sam Echols",9
Hessmer,"""Kirby Roy, III"",Mark Jeansonne,""Jason Aymond, II"",""Kirby Roy, III"",Rayford Laborde,Ricky A. Juneau,Gerald Roy,Marvin Roy,Lynn Bordelon,Kenneth Smith,Susan Ducote Jeansonne,Scott R. Kelly,Robert Bobby Roy",13
DeRidder,"Steve Iles,Martha Ann O'Neal,Kerry Anderson,David Burton,Ron Roberts,Vincent Labue,Hayward Steele,Robert Bo Rice,Jonnie F. Mango,Gordon Jenkins,""Gordon C. Jenkins,"",Elizabeth S. Granger,""Elizabeth Storer Granger,"",Joseph Siciliano,""Joseph Joe Siciliano,"",Walter Thomas Tommy Brown,Robert Bo Rice,Wilma L. Sowells Scott,Ann Jackson Steward,Hayward Steele,David R. Lestage,James R. Lestage,Ricky L. Moses,Brian S. Lestage,Bobby Cudd,Flynn A. Taylor,Carlos Archield,Teddy Welch,Rex Brumley,Gary D. Crowe,Jerry L. Shirley,Llewellyn Smith,Merlin Schales,Marvin Simmons,David Q. Vidrine,Gene Maddox,Stuart Hayes,Jerry E. Cooley,Don Gray,Ruthie Huckaby,James Jimmy Cryer,Jeffery Solinsky",42
Dry Creek,"James David Cain,Dorothy Sue Hill,Jimmy Barrett",3
Welsh,"Heather Johnson,Richard M. Arceneaux,Mark A. Pousson,Bill Wild,Miron Navarre,Mark Boudreaux,Robert B. Ramagos,Robyn Leblanc,Carolyn Louviere,Tommy Chaisson,Allen Ardoin,Jimmy Cormier,Charles Drake,Becky Hudson,Gloria King Viney",15
Scott,"Mike Hebert,Jack Montoucet,Michael Louis Hebert,Purvis Morrison,Jared Bellard,Mark Babineaux,Preston J. Leger,Judy Lantier Menard,Harold Harry Domingue,Hazel D. Myers,Chad Leger,Norwood Menard,Bill Young,Mark Moreau",14
Rayne,"Keith Lamm,Anthony Emmons,Jud Gautreaux,Jeff Meche,Helen Blue Garrett,Frank Bargeron,Russel L. Benoit,Mark Dawson,John H. Quebodeaux,Thomas T. J. Sonnier,""James M. Jim Cunningham, III"",Alex Joe Lacroix,Roland J. Boudreaux,James J. Jimbo Petitjean,Carroll Stelly,Paul Molbert,Ann Domingue Washington,Jude Butch Abshire,Gerard Jerry Arceneaux,Gerald L. Foreman,Aldon L. Duhon,Earl C. Hoffpauir",22
Youngsville,"Gary Reynolds,Brannon J. Decou,William Theriot,Rae B. Trahan,Lynwood J. Broussard,Nancy L. Poirier,Jay Hebert,Sanford Butch Landry,""Wilson B. Viator, Jr."",Earl Menard,Paul W. Huval,Brenda Burley,""A. J. Bernard, Jr."",Tim Barbier",14
Kaplan,"Jonathan Perry,Jonathan Perry,Jagdish Jack Gupta,Ronald Dago Menard,Cloris J. Boudreaux,Frank LeMoine,""Percy Manceaux, Jr."",Dexter James Callahan,Ricky LeBouef,Linda Hardee,Steve Perry,Eva Dell Morrison,Gerard Jerry Touchet,Brent N. DuBois,Kevin G. Guidry,Kirk Champagne",16
Jeanerette,"Rebecca M. Allain,Simone Champagne,Rebecca Motty Allain,""James B. Falterman, Sr."",Jerome W. Fitch,Charles Charlie Brown Williams,Cameron B. Simmons,Fernest Pacman Martin,Mary Fay Lapeyrouse Freshley,Arthur L. Alexander,Arthur L. Verret,Aprill Foulcard,Betty M. Bouie,Vernell Mitchell,Sanders Sandy Derise,Kenneth Kern,Craig A. Mathews,Benjamin Grimm,Edward June Patrick",19
Patterson,"Christian Gil,Robert Arceneaux,""Herbert A. Estay, Jr."",Christian Gil,Ken Singleton,Steve F. Bierhorst,Ginger Smith Griffin,Marilyn LaSalle,Frank J. Cali,Ned Stephens,Mike Accardo,Patrick M. LaSalle,Rodney A. Grogan,""L. L. Larry Mendoza, Jr."",Peg M. Rentrop,""Joe Russo, III"",Claire D. Sawyer",17
Napoleonville,"""Joe Harrison, Jr."",Charlie Melancon,Joe Harrison,Jane Triche-Milazzo,""Spergeon Holly, Jr."",Michael Mike Waguespack,Darlene Landry,Wayne Cat Blanchard,Celeste Chaudoir,Patrick Johnson,Marty Triche,Calvin JC James,""Lee Meyer, Sr."",Electa Fletcher Mickens,Lawrence Larry Howell,Bryan P. Baldwin,Richard Roach Arcement,Ron Animashaun,""Lionel Bell, Sr."",Joyce Bell,Eugene Buggage,""Floyd Truehill, Sr.""",22
Bourg,"""Wallace Ellender, III"",Matt Matherne,""Hayes J. Badeaux, Jr."",Jerome C. Fabre,Douglas Chubby Chauvin",5
Grand Isle,"Irv Magri,""Leon F. Bradberry, Jr."",""Leon F. Bradberry, Sr."",David Camardelle,Euris DuBois,Ray A. Santiny,Jay Lafont,Clifford Dixie Santiny,Stephen Scooter Resweber,Leoda Bladsacker",10
Destrehan,"Wendy Benedetto,""Joel T. Chaisson, II"",Emile R. St. Pierre,Robert A. Chaisson,""Paul Joey Murray, III"",Chad Murray,Marilyn M. Richoux,Cory Faucheux,Paul Barletta,Brian Brogle,""V.J. St. Pierre, Jr."",Carolyn K. Schexnaydre,Wendy Edler Benedetto,Dennis Naquin,Al Suffrin,""Henry R. Miller, Jr."",""John J. Marino, Jr."",Gil Schmidt",18
Luling,"Clayton Snookie Faucheux,Louise Broach Fischer,""Edward A. Dufresne, Jr."",Lauren Lemmon,""Harry J. Morel, Jr."",Adam Eitmann,Phillip Eitmann,George J. Fischer,Martha Turner Laque,Garrett Monti,Louise Broach Fischer,John D. Brady,Clyde A. Rock Gisclair,Shelley Tastet,Dennis Nuss,Mary Bergeron,Earl Pie Tastet,John D. Brady,Craig P. Petit,Gary L. Cazenave",20
Reserve,"David W. Millet,""Ferdinand Wallace, Jr."",Craig J. Mollere,Allene Gregoire,""Whitney Joseph, Jr."",""Richard Dale Wolfe, Sr."",Danny Millet,Charles Julien,""Albert Ali Burl, III"",Gerald J. Keller,Patrick H. Sanders,Diane C. Jacob,Anatole Touie Jacob",13
Sunshine,"Charles Carpenter,""George L. Grace, Sr.""",2
Prairieville,"Tonya Veazey,Larry H. Christy,A.J. Nickens,Phillip P.J. Valentine,Chip McCorkle,Brad Walker,Marilyn M. Lambert,Dempsey Lambert,Chris Loar,John D. Murphy,A.J. Nickens,Taft C. Kleinpeter,""Leroy J. Laiche, Jr."",Danny P. Thibodeaux",14
Slaughter,"Rick Guillory,Clay Barksdale,""C. Bernard Maglone, Jr."",Bobbie Bourgeois,""Walter S. Smith, Jr."",Tommy T.J. Boothe,Nick St. Germain,Robert Robbie Jackson,""William Bill McMills, Jr."",Ashby Schwartz",10
St. Francisville,"James Jimmy Kaiser,Thomas H.Tom McVea,Philip G. Accardo,Mike Smith,Austin Daniel,Felicia Ann Daniel-Hendl,Randy Ritchie,Chaillie P. Daniel,Lea Reid Williams,Randy Stevens,John Cobb,John K. Roach,Kenneth R. Dawson,Otis L. Wilson,Amanda Temple McKinney,Kevin Beauchamp,""David A. Cornette, Sr."",Milton Coats,Kelly O'Brien,Sara Wilson-Wright,Dusty Bickham,Dennis Neal,Billy D'Aquilla,""Oscar Robertson, Jr."",James C. Jim Davis,""James Rucker Leake, Jr."",""Robert P. Leake, Jr."",Abby Temple",28
Norwood,"Adonica Duggan,J. Curtis Jelks,Rebecca Becky Bellue,David C. Jett,James Jim McCaa,James M. Jim Reynolds",6
Loranger,"Sandra Bailey-Simmons,Gordon Burgess,Sandra Bailey-Simmons,Debbie Brunett,Louis Buddy Easley",5
River Ridge,"Stewart Lagarde,Susan M. Chehardy,Kirk Talbot,Howard Bennett,""James H. Jimmy Stevens, Jr."",Andrea Price Janzen,Lawrence E. Chehardy,Libby L. Moran,E.J. Joe Bourgeois",9
Waggaman,"George A. Peterson,""Matthew M. Cervini, Sr."",""Louis J. Duffourc, Sr."",Charles Gennaro",4
Marrero,"Constance Connie Forstater,""Girod Jackson, III"",Ross P. LaDart,Paul Pearson,Eric Thompson,Byron Lee,Raymond R. St. Pierre,Patrick DeJean,Antoine J. Tony Thomassie,Bryan Maloye Polk",10
Terrytown,"""Wallace Lucas, Sr."",Jim Tucker,Stephen Leonard,Jonathan Liberto",4
Walker,"Floyd Gonzalez,Jefferson Davis Hughes,Zorraine M. Zoey Waguespack,Floyd Gonzalez,Michael Mike Grimmer,Randall Randy Rushing,Thomas Watson,Jeffery Jeff Cox,James Jimmy Watson,Lance Radley,Cindy Strange Small,Bobby R. Smith,Bobby Font,Hunter Grimes,Elton Burns,Scarlett Milton Major,James B. Phillips,Jack Summerell,Richard Wales",19
Meraux,"Therese Melerine Benit,David Peralta,Robert A.Bob Buckley,John F. Jack Rowley,James John Pohlmann,David Peralta,""Craig P. Taffaro, Jr."",Mike Ginart,Cliff Englande,Glenn G. Landry,John Nicholas Green",11
Nine Mile Point,Greg Guidry,1
Marksville,"Jeannette Theriot Knoll,Robert Johnson,William J.Billy Bennett,""Charles Charlie Riddle, III"",Woodruff Brouillette,Elizabeth Dupuy,Lance R. Dupuy,Van Kojis,Douglas Anderson,Sammy Couvillon,L.J. Mayeux,Mickey Romano,Mark Borrel,Anthony Twine Desselle,""Angelo Piazza, III"",Floyd Voinche,Freeman Ford,John Lemoine,Jimmy J.T. Guillot,Michele Guillot,Richard Michel,Earl R. Adams,Dale J. Bernard,Elliot Pete Komola Jordan,Joyce P. Prier,Richard Tassin",26
Empire,Michael E.Mike Kirby,1
Barataria,"Marion F. Edwards,""Albert T. Creppel, Sr.""",2
Vacherie,"Jude G. Gravois,Elton M. Aubert,Stanley Folse,Glenn Waguespack,Brad Steib,Glenn Waguespack,Charles Spy Ketchens,Ken Brass,James Jimmy Brazan,Charles T. Charlie Nailor,""Richard Ricky Reulet, Jr."",Eileen R. Jasmin,Marie Laurent Maddy Lewis,Vanessa James,Brad Steib,Clara Edwards",16
Grosse Tete,"Robert Rob Marionneaux,Tim Vallet,David Worm Daigle,""Michael D. Chauffe, Sr."",Tommy Dardenne,Kyle Booksh,C. Richard David,Juanita J. Hill",8
Chauvin,"Norbert N. Chabert,Brian J. LeBlanc,Johnny B. Eschete,Daniel J. Trahan",4
Woodworth,"Joe McPherson,Donald Johnson,Steve Mahoney,Timothy A. Holloway,Stephen Chapman,Charles R. Butler,""David C. Butler, II"",Richard A. Butler,Jimmie S. Cranford,Michael Doiron,Gail B. Dunn,Charles Chuck Reich",12
Oil City,"James H.Jim Morris,Ruth W. Johnston,H. P. Johnston,Tommy E. Poindexter,""Charles Chip Dickey, Jr."",Michael R. Hensley,Donnie Jackson,James T. Sims,Sharon Emmons,""James Clifton, Sr.""",10
Stonewall,"Richard Richie Burford,A. W. McDonald,Greg Baker,Neil Henderson,Gloria J. McPhearson,Curtis McCune,""Charles Waldon,"",""Thomas H. Dufrene, Jr."",""Thomas Henry Dufrene, Jr."",Margaret A. Dickerson,""Nicholas Nick Gasper,"",""Patrick Loftus, Jr."",""Patrick J. Loftus, Jr."",Curtis McCune,Robert C. Bob Russell,Glenn Settle,Dorothy Simmons,Dorothy Dot Simmons,Charles R. Waldon",19
New Roads,"Major Thibaut,J. Roosevelt Gremillion,""Beauregard Bud Torres, III"",Lanell Swindler Landry,""James A. Jimmy Laurent, Jr."",Harry J. Kellerman,Russell Joseph Young,Albert Dewey Dukes,Cornell T. Dukes,Janet P. Vosburg,Tom Nelson,Kevin Hotard,J. Roosevelt Gremillion,Claiborne Ashford,""Kevin Gizmo St. Cyr, Sr."",Michael Mike Porche,Gloria J. Facione,Elie J. Part,George Miller,Roger D. Dixon,Tommy Nelson,Anthony Daisy,Vernell Davis,""Walter Warr, Jr."",Kurt Kellerman,Kirk Clipper White",26
Winnsboro,"Noble Ellington,Rudy McIntyre,""Samuel E. Lee, Jr."",Steven E. Steve Pylant,Ann Johnson,Rod Elrod,Joel G. Eldridge,Ricky Campbell,K. W. Buddy Parks,James Harris,Troy Hendry,Leroy Roy Scott,Jackie Johnson,Ann B. McIntyre,Bruce McCarthy,""Edwin Ray Bryan, Jr."",Ronnie Hatton,Richard Kelly,Louise J. Johnson,Dorothy W. Brown,""Carl Williams, Jr."",Sharon T. Boone,""Jimmie R. Spears, Sr."",Carl Trey Williams,Glynn R. Day,Timothy Washington,Jack Hammons,Lester Thomas,Wanda Lilly,Richard Mahoney,John Sonny Dumas,Betty Johnson,Craig G. Gilldelete,Craig G. Gill,Rex McCarthy",35
